model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v1_ind_seed7001,50,1.0,16,7001,0.658,0.5935,0.9409,0.7649,0.7454,0.5935,0.8832,0.9579,68.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7001,150,100.0,64,7001,0.7047,0.6869,0.8623,0.8146,0.8138,0.6869,0.9299,0.972,168.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,150,100.0,64,7005,0.7183,0.6857,0.8748,0.8224,0.8136,0.6857,0.9333,0.9857,167.9,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7009,150,100.0,64,7009,0.6954,0.6908,0.873,0.8139,0.8114,0.6908,0.9324,0.9903,169.5,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,150,100.0,80,7001,0.7047,0.6495,0.8022,0.8179,0.7832,0.6495,0.9019,0.9766,170.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,150,100.0,80,7005,0.723,0.6857,0.8788,0.8241,0.812,0.6857,0.9333,0.981,168.0,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7009,150,100.0,80,7009,0.6802,0.7053,0.872,0.8069,0.8182,0.7053,0.913,0.9903,171.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,150,100.0,96,7001,0.7047,0.6869,0.8398,0.8184,0.8132,0.6869,0.9252,0.9813,169.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,150,100.0,96,7005,0.7183,0.6762,0.8809,0.8245,0.8086,0.6762,0.9429,0.981,167.9,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,150,100.0,96,7009,0.6802,0.7005,0.884,0.8059,0.8147,0.7005,0.9179,0.9855,168.0,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v1_ind_seed7001,150,500.0,16,7001,0.5803,0.5467,0.5443,0.6895,0.67,0.5467,0.7477,0.8785,78.8,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7005,150,500.0,16,7005,0.4977,0.519,0.5321,0.6306,0.647,0.519,0.7381,0.8667,80.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,150,500.0,16,7009,0.5482,0.5845,0.5555,0.6665,0.7019,0.5845,0.7971,0.8792,81.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7001,150,500.0,32,7001,0.6062,0.5748,0.5979,0.7186,0.6999,0.5748,0.7897,0.9112,81.6,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7005,150,500.0,32,7005,0.5728,0.5762,0.6007,0.6942,0.7,0.5762,0.7905,0.8952,80.5,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v1_ind_seed7009,150,500.0,32,7009,0.599,0.6425,0.583,0.7198,0.7462,0.6425,0.8213,0.9082,81.7,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7001,150,500.0,48,7001,0.6477,0.6028,0.6219,0.7496,0.7229,0.6028,0.7944,0.9206,84.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7005,150,500.0,48,7005,0.6103,0.581,0.6249,0.7314,0.7143,0.581,0.8095,0.9095,83.9,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7009,150,500.0,48,7009,0.6193,0.6715,0.6425,0.7337,0.7682,0.6715,0.8357,0.9324,83.9,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,150,500.0,64,7001,0.6684,0.6028,0.6304,0.7682,0.7263,0.6028,0.8084,0.9346,84.3,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7005,150,500.0,64,7005,0.6291,0.619,0.6547,0.7484,0.739,0.619,0.819,0.9238,85.0,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7009,150,500.0,64,7009,0.6142,0.657,0.665,0.7355,0.7667,0.657,0.8454,0.9372,84.9,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7001,150,500.0,80,7001,0.6788,0.6215,0.665,0.7762,0.7438,0.6215,0.8271,0.9486,98.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7005,150,500.0,80,7005,0.6385,0.619,0.6623,0.7554,0.7377,0.619,0.8048,0.9333,97.0,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,150,500.0,80,7009,0.6294,0.686,0.664,0.7444,0.785,0.686,0.8599,0.942,98.1,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7001,150,500.0,96,7001,0.6839,0.6355,0.679,0.7827,0.7572,0.6355,0.8458,0.9486,97.3,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7005,150,500.0,96,7005,0.6244,0.6095,0.6673,0.7507,0.7385,0.6095,0.8095,0.9476,97.9,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7009,150,500.0,96,7009,0.6294,0.6618,0.679,0.744,0.7729,0.6618,0.8551,0.9469,100.1,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7001,150,1000.0,16,7001,0.3679,0.3224,0.355,0.4863,0.4796,0.3224,0.5701,0.743,66.8,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v1_ind_seed7005,150,1000.0,16,7005,0.3146,0.2857,0.3115,0.4581,0.4367,0.2857,0.519,0.7571,61.9,Reach max iteration 50 | best_iter=1
roberta,sum,fb237_v1_ind_seed7009,150,1000.0,16,7009,0.3452,0.3768,0.3515,0.4835,0.5041,0.3768,0.5652,0.7778,78.1,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7001,150,1000.0,32,7001,0.4508,0.4159,0.4311,0.5628,0.5519,0.4159,0.6449,0.7804,77.6,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v1_ind_seed7005,150,1000.0,32,7005,0.385,0.4,0.4271,0.5116,0.5325,0.4,0.5857,0.8095,78.4,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v1_ind_seed7009,150,1000.0,32,7009,0.4264,0.4589,0.4315,0.5593,0.5801,0.4589,0.6522,0.8261,77.7,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v1_ind_seed7001,150,1000.0,48,7001,0.456,0.4299,0.4347,0.5818,0.5775,0.4299,0.6916,0.8084,77.3,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v1_ind_seed7005,150,1000.0,48,7005,0.4085,0.4286,0.4457,0.5375,0.5636,0.4286,0.6429,0.7952,78.2,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7009,150,1000.0,48,7009,0.4467,0.4976,0.469,0.5916,0.6241,0.4976,0.7005,0.8647,77.4,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7001,150,1000.0,64,7001,0.5285,0.5047,0.5003,0.6449,0.6288,0.5047,0.7196,0.8224,78.1,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7005,150,1000.0,64,7005,0.4319,0.4619,0.4791,0.5713,0.5923,0.4619,0.6571,0.8286,78.3,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7009,150,1000.0,64,7009,0.4924,0.5411,0.505,0.621,0.6625,0.5411,0.7391,0.8696,78.2,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7001,150,1000.0,80,7001,0.5596,0.5234,0.5193,0.6684,0.6471,0.5234,0.7196,0.8318,78.2,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7005,150,1000.0,80,7005,0.4695,0.4952,0.5159,0.605,0.6304,0.4952,0.719,0.8619,78.9,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7009,150,1000.0,80,7009,0.4822,0.5362,0.4895,0.6155,0.6459,0.5362,0.7053,0.8599,80.1,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7001,150,1000.0,96,7001,0.5337,0.5187,0.5138,0.6563,0.6434,0.5187,0.715,0.8738,79.0,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7005,150,1000.0,96,7005,0.4742,0.5,0.525,0.6141,0.6313,0.5,0.719,0.8571,80.9,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,150,1000.0,96,7009,0.5228,0.5604,0.522,0.6449,0.68,0.5604,0.7536,0.8744,79.5,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7001,175,1.0,16,7001,0.658,0.6121,0.9409,0.7742,0.7548,0.6121,0.8785,0.9626,193.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,175,1.0,16,7005,0.6714,0.6048,0.9414,0.7866,0.753,0.6048,0.9,0.9619,189.6,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7009,175,1.0,16,7009,0.6345,0.6715,0.941,0.7704,0.781,0.6715,0.8599,0.9517,194.0,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7001,175,1.0,32,7001,0.6839,0.6402,0.9409,0.7916,0.7743,0.6402,0.8925,0.9579,192.7,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v1_ind_seed7005,175,1.0,32,7005,0.662,0.6,0.9414,0.7818,0.7524,0.6,0.881,0.9762,193.0,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v1_ind_seed7009,175,1.0,32,7009,0.5939,0.657,0.941,0.758,0.7718,0.657,0.8696,0.9517,192.6,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7001,175,1.0,48,7001,0.658,0.6262,0.9409,0.7822,0.7705,0.6262,0.9206,0.9626,194.8,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7005,175,1.0,48,7005,0.6761,0.6238,0.9414,0.7911,0.7604,0.6238,0.8714,0.9619,196.3,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7009,175,1.0,48,7009,0.6091,0.6377,0.941,0.7635,0.7629,0.6377,0.8647,0.9565,198.0,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v1_ind_seed7001,175,1.0,64,7001,0.6736,0.6168,0.9409,0.791,0.7663,0.6168,0.9019,0.9673,195.6,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7005,175,1.0,64,7005,0.6573,0.6143,0.9414,0.7822,0.7614,0.6143,0.8857,0.9619,194.4,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v1_ind_seed7009,175,1.0,64,7009,0.6193,0.6473,0.941,0.7716,0.7681,0.6473,0.8647,0.9662,193.7,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7001,175,1.0,80,7001,0.6788,0.6215,0.9409,0.7928,0.7672,0.6215,0.9065,0.9579,193.2,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v1_ind_seed7005,175,1.0,80,7005,0.6761,0.619,0.9414,0.7893,0.7588,0.619,0.8762,0.9571,198.4,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,175,1.0,80,7009,0.6193,0.6329,0.941,0.7706,0.768,0.6329,0.8792,0.9662,196.9,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7001,175,1.0,96,7001,0.6839,0.6308,0.9409,0.7894,0.7728,0.6308,0.9065,0.9626,197.7,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7005,175,1.0,96,7005,0.6667,0.619,0.9414,0.7837,0.7595,0.619,0.881,0.9524,193.7,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v1_ind_seed7009,175,1.0,96,7009,0.6244,0.6329,0.941,0.7654,0.7621,0.6329,0.8599,0.9662,196.2,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7001,175,5.0,16,7001,0.658,0.6121,0.9409,0.7835,0.7667,0.6121,0.9206,0.9766,191.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,5.0,16,7005,0.6667,0.6048,0.9399,0.7844,0.7515,0.6048,0.9,0.9571,185.7,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,175,5.0,16,7009,0.6142,0.6618,0.941,0.7635,0.7745,0.6618,0.8647,0.9614,185.6,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7001,175,5.0,32,7001,0.6684,0.6308,0.9409,0.793,0.7732,0.6308,0.8925,0.9579,187.2,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7005,175,5.0,32,7005,0.6761,0.6333,0.9414,0.7913,0.7753,0.6333,0.9048,0.9571,189.6,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v1_ind_seed7009,175,5.0,32,7009,0.6193,0.657,0.94,0.7711,0.777,0.657,0.8841,0.9565,187.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,175,5.0,48,7001,0.6788,0.6262,0.9409,0.7936,0.7693,0.6262,0.9019,0.9673,190.9,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v1_ind_seed7005,175,5.0,48,7005,0.6854,0.619,0.9409,0.7985,0.7649,0.619,0.8857,0.9762,188.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,175,5.0,48,7009,0.6193,0.657,0.941,0.7708,0.7787,0.657,0.8889,0.9758,190.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7001,175,5.0,64,7001,0.6891,0.6075,0.9409,0.8016,0.7633,0.6075,0.9112,0.9813,193.8,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7005,175,5.0,64,7005,0.6761,0.6333,0.9414,0.7944,0.7727,0.6333,0.8952,0.9714,197.7,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v1_ind_seed7009,175,5.0,64,7009,0.6294,0.6522,0.941,0.7793,0.7747,0.6522,0.8744,0.971,189.7,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,175,5.0,80,7001,0.6839,0.6402,0.9409,0.7977,0.7791,0.6402,0.9112,0.9673,190.4,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7005,175,5.0,80,7005,0.7042,0.6143,0.9414,0.8079,0.7606,0.6143,0.8857,0.9714,189.4,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7009,175,5.0,80,7009,0.6396,0.6425,0.941,0.7826,0.7763,0.6425,0.8889,0.9807,191.4,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7001,175,5.0,96,7001,0.6684,0.6402,0.9409,0.789,0.7809,0.6402,0.9159,0.972,195.5,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7005,175,5.0,96,7005,0.6854,0.6333,0.9414,0.7976,0.7722,0.6333,0.9,0.9571,188.5,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7009,175,5.0,96,7009,0.6244,0.6377,0.941,0.7711,0.7701,0.6377,0.8889,0.9758,191.6,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v1_ind_seed7001,175,10.0,16,7001,0.6736,0.6308,0.9329,0.7863,0.7609,0.6308,0.8785,0.9579,191.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,175,10.0,16,7005,0.6573,0.6381,0.9409,0.787,0.773,0.6381,0.9,0.9667,189.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,175,10.0,16,7009,0.6396,0.6715,0.939,0.7781,0.7909,0.6715,0.9034,0.971,190.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,175,10.0,32,7001,0.6736,0.6121,0.9409,0.7882,0.7618,0.6121,0.9019,0.9673,191.2,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,175,10.0,32,7005,0.6761,0.6286,0.9414,0.7941,0.7702,0.6286,0.9,0.9619,190.2,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7009,175,10.0,32,7009,0.6345,0.6425,0.9405,0.7796,0.773,0.6425,0.8792,0.9758,193.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,175,10.0,48,7001,0.6788,0.6355,0.9409,0.7988,0.778,0.6355,0.9252,0.972,193.7,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,10.0,48,7005,0.6714,0.6333,0.9414,0.7917,0.7776,0.6333,0.9048,0.9667,196.8,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7009,175,10.0,48,7009,0.6345,0.6377,0.941,0.7794,0.7753,0.6377,0.8986,0.9855,195.0,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7001,175,10.0,64,7001,0.6788,0.6308,0.9404,0.7995,0.7815,0.6308,0.9206,0.9813,195.7,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,175,10.0,64,7005,0.6854,0.6333,0.9414,0.8015,0.7793,0.6333,0.9095,0.9857,196.5,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7009,175,10.0,64,7009,0.6345,0.657,0.94,0.7814,0.7788,0.657,0.8792,0.971,191.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,175,10.0,80,7001,0.6788,0.6308,0.9409,0.7969,0.7744,0.6308,0.9065,0.972,197.0,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,10.0,80,7005,0.6901,0.6286,0.9414,0.8037,0.7721,0.6286,0.8905,0.9714,194.4,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7009,175,10.0,80,7009,0.6345,0.6473,0.941,0.7801,0.773,0.6473,0.8937,0.9758,193.9,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7001,175,10.0,96,7001,0.6839,0.6262,0.9409,0.7973,0.7726,0.6262,0.9206,0.9626,194.9,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7005,175,10.0,96,7005,0.6761,0.6286,0.9414,0.7978,0.7692,0.6286,0.8952,0.9667,192.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,175,10.0,96,7009,0.6294,0.657,0.939,0.7729,0.7798,0.657,0.8744,0.9807,193.5,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,175,50.0,16,7001,0.7098,0.6449,0.8763,0.8184,0.7819,0.6449,0.8972,0.972,193.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,175,50.0,16,7005,0.7089,0.6905,0.8667,0.8178,0.8086,0.6905,0.9238,0.981,190.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7009,175,50.0,16,7009,0.6548,0.7053,0.86,0.791,0.8126,0.7053,0.9082,0.9952,191.1,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,175,50.0,32,7001,0.7047,0.6308,0.9119,0.8168,0.7821,0.6308,0.9206,0.972,189.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7005,175,50.0,32,7005,0.6901,0.681,0.9182,0.8085,0.8101,0.681,0.9286,0.9905,191.9,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,175,50.0,32,7009,0.6548,0.6763,0.893,0.7951,0.7999,0.6763,0.913,0.9952,190.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,175,50.0,48,7001,0.6891,0.6589,0.9194,0.8067,0.8024,0.6589,0.9439,0.972,195.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,50.0,48,7005,0.6995,0.6619,0.9258,0.8148,0.7983,0.6619,0.919,0.981,189.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,175,50.0,48,7009,0.6701,0.6763,0.9035,0.8037,0.8026,0.6763,0.913,0.9952,195.6,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,175,50.0,64,7001,0.7461,0.7056,0.8908,0.8362,0.8269,0.7056,0.9393,0.9766,194.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,50.0,64,7005,0.6854,0.6762,0.9112,0.8071,0.8102,0.6762,0.9333,0.9857,193.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,175,50.0,64,7009,0.6548,0.6715,0.906,0.7947,0.7993,0.6715,0.913,0.9903,195.3,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,175,50.0,80,7001,0.6943,0.6449,0.9174,0.8121,0.79,0.6449,0.9299,0.9813,197.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,175,50.0,80,7005,0.6948,0.6762,0.9152,0.8115,0.8063,0.6762,0.9238,0.9857,194.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7009,175,50.0,80,7009,0.6497,0.6522,0.927,0.7883,0.791,0.6522,0.9082,0.9855,195.4,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7001,175,50.0,96,7001,0.7254,0.6682,0.9114,0.8263,0.804,0.6682,0.9346,0.9766,195.3,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,50.0,96,7005,0.6901,0.6762,0.9162,0.8108,0.8049,0.6762,0.9238,0.9762,197.0,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,175,50.0,96,7009,0.6599,0.7005,0.9055,0.793,0.8096,0.7005,0.8986,0.9807,194.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,175,100.0,16,7001,0.7047,0.6636,0.8232,0.8123,0.7974,0.6636,0.9159,0.9673,127.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,100.0,16,7005,0.7183,0.6381,0.8385,0.8213,0.7836,0.6381,0.9095,0.9857,127.4,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7009,175,100.0,16,7009,0.6954,0.7198,0.835,0.8113,0.8219,0.7198,0.913,0.9855,126.3,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,175,100.0,32,7001,0.7202,0.6776,0.8312,0.826,0.806,0.6776,0.9206,0.9673,157.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,175,100.0,32,7005,0.7042,0.6952,0.8289,0.8165,0.813,0.6952,0.9143,0.981,155.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7009,175,100.0,32,7009,0.6954,0.7053,0.8415,0.8127,0.8189,0.7053,0.9227,0.9903,159.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,175,100.0,48,7001,0.7098,0.6916,0.8338,0.8181,0.8148,0.6916,0.9346,0.972,188.3,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,175,100.0,48,7005,0.7183,0.7,0.8642,0.823,0.82,0.7,0.9238,0.9857,194.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,175,100.0,48,7009,0.6904,0.7198,0.8485,0.8076,0.8254,0.7198,0.913,0.9855,194.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,175,100.0,64,7001,0.7098,0.6636,0.8513,0.8164,0.8,0.6636,0.9252,0.9813,192.0,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,100.0,64,7005,0.723,0.6952,0.8531,0.8246,0.8154,0.6952,0.9286,0.9857,192.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,175,100.0,64,7009,0.6853,0.6763,0.871,0.8084,0.806,0.6763,0.942,0.9855,192.0,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7001,175,100.0,80,7001,0.7098,0.6822,0.8658,0.8189,0.8096,0.6822,0.9206,0.9766,196.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,175,100.0,80,7005,0.7324,0.6952,0.8627,0.8304,0.8188,0.6952,0.9286,0.9857,192.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,175,100.0,80,7009,0.6954,0.6763,0.881,0.8146,0.8077,0.6763,0.9275,0.9903,191.4,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v1_ind_seed7001,175,100.0,96,7001,0.715,0.6729,0.8838,0.8212,0.8016,0.6729,0.9206,0.9766,194.9,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7005,175,100.0,96,7005,0.7042,0.6952,0.8884,0.8165,0.819,0.6952,0.9333,0.981,192.2,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7009,175,100.0,96,7009,0.6751,0.7053,0.881,0.8038,0.8182,0.7053,0.9227,0.9903,189.1,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7001,175,500.0,16,7001,0.5751,0.5421,0.5318,0.6861,0.6629,0.5421,0.7243,0.8785,91.1,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7005,175,500.0,16,7005,0.4977,0.5095,0.5411,0.6404,0.65,0.5095,0.7571,0.8571,91.4,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7009,175,500.0,16,7009,0.5381,0.5604,0.542,0.6734,0.6838,0.5604,0.7826,0.8744,93.1,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7001,175,500.0,32,7001,0.6114,0.5841,0.5969,0.7192,0.7017,0.5841,0.7804,0.9112,91.9,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v1_ind_seed7005,175,500.0,32,7005,0.5728,0.5286,0.5926,0.6951,0.6735,0.5286,0.781,0.8857,92.0,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v1_ind_seed7009,175,500.0,32,7009,0.5736,0.6184,0.5835,0.6978,0.7307,0.6184,0.8261,0.8937,94.0,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7001,175,500.0,48,7001,0.6477,0.5981,0.638,0.755,0.7228,0.5981,0.8178,0.9252,95.3,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7005,175,500.0,48,7005,0.5962,0.5952,0.6199,0.7245,0.723,0.5952,0.819,0.8905,95.9,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,175,500.0,48,7009,0.6193,0.6715,0.6385,0.7341,0.7705,0.6715,0.8406,0.9275,94.9,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7001,175,500.0,64,7001,0.6632,0.6262,0.659,0.768,0.7401,0.6262,0.8178,0.9533,98.7,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v1_ind_seed7005,175,500.0,64,7005,0.6056,0.5905,0.6416,0.7314,0.7205,0.5905,0.8143,0.919,96.0,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v1_ind_seed7009,175,500.0,64,7009,0.6091,0.6908,0.655,0.7347,0.7829,0.6908,0.8551,0.9372,96.8,Reach max iteration 50 | best_iter=17
