model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v2_ind_seed7001,50,1.0,16,7001,0.5813,0.6247,0.9154,0.7316,0.7583,0.6247,0.8827,0.9467,149.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,150,100.0,48,7005,0.7158,0.6807,0.8503,0.8276,0.8055,0.6807,0.9181,0.9769,324.8,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,150,100.0,48,7009,0.6916,0.6703,0.79,0.8048,0.7873,0.6703,0.8836,0.9655,326.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7001,150,100.0,64,7001,0.6985,0.678,0.8534,0.8129,0.8053,0.678,0.9232,0.9808,320.4,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7005,150,100.0,64,7005,0.7179,0.6807,0.8288,0.8266,0.8081,0.6807,0.9307,0.979,329.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7009,150,100.0,64,7009,0.6809,0.6724,0.8267,0.8071,0.7988,0.6724,0.9116,0.9677,327.6,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,150,100.0,80,7001,0.6941,0.6802,0.8623,0.8112,0.8054,0.6802,0.919,0.9808,316.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,150,100.0,80,7005,0.7179,0.6954,0.8568,0.8275,0.814,0.6954,0.9286,0.9727,335.9,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7009,150,100.0,80,7009,0.6724,0.6724,0.8604,0.8032,0.799,0.6724,0.9138,0.9741,323.3,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7001,150,100.0,96,7001,0.7028,0.6844,0.8498,0.8176,0.8092,0.6844,0.9339,0.9787,326.4,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7005,150,100.0,96,7005,0.7158,0.6912,0.8539,0.8266,0.8122,0.6912,0.9265,0.9748,309.9,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,150,100.0,96,7009,0.6831,0.681,0.8294,0.8074,0.8023,0.681,0.9052,0.9784,316.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7001,150,500.0,16,7001,0.6247,0.6183,0.6365,0.7464,0.7385,0.6183,0.8358,0.9232,162.6,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7005,150,500.0,16,7005,0.6147,0.6345,0.6286,0.738,0.7565,0.6345,0.8592,0.9412,164.1,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7009,150,500.0,16,7009,0.636,0.5991,0.6462,0.7521,0.7261,0.5991,0.8254,0.9246,162.2,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,150,500.0,32,7001,0.6356,0.6461,0.6643,0.7592,0.7629,0.6461,0.8614,0.9467,205.1,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7005,150,500.0,32,7005,0.6442,0.6471,0.6663,0.7652,0.7722,0.6471,0.8824,0.9559,208.4,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7009,150,500.0,32,7009,0.6488,0.6078,0.6556,0.7636,0.7404,0.6078,0.8491,0.944,206.6,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7001,150,500.0,48,7001,0.6421,0.6503,0.6764,0.7683,0.7659,0.6503,0.8571,0.9446,215.5,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7005,150,500.0,48,7005,0.6505,0.6513,0.6788,0.7741,0.7783,0.6513,0.8887,0.9601,217.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,150,500.0,48,7009,0.666,0.6207,0.6813,0.7797,0.7521,0.6207,0.8642,0.9461,217.4,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v2_ind_seed7001,150,500.0,64,7001,0.6725,0.6525,0.6994,0.7897,0.7681,0.6525,0.8571,0.9574,241.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,150,500.0,64,7005,0.6653,0.6618,0.6865,0.7852,0.7865,0.6618,0.8971,0.9622,225.6,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,150,500.0,64,7009,0.6745,0.6293,0.6974,0.7859,0.7565,0.6293,0.8578,0.9504,233.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,150,500.0,80,7001,0.6681,0.661,0.7009,0.7879,0.7753,0.661,0.8635,0.9574,269.3,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7005,150,500.0,80,7005,0.6653,0.6639,0.6974,0.7854,0.7881,0.6639,0.8971,0.9622,270.3,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v2_ind_seed7009,150,500.0,80,7009,0.666,0.6272,0.6994,0.7832,0.7593,0.6272,0.8707,0.9569,266.1,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,150,500.0,96,7001,0.6725,0.6674,0.7078,0.7903,0.7793,0.6674,0.8593,0.9595,278.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7005,150,500.0,96,7005,0.6632,0.6597,0.7051,0.7868,0.7897,0.6597,0.9055,0.9643,271.8,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7009,150,500.0,96,7009,0.6809,0.6379,0.7121,0.7901,0.7667,0.6379,0.8728,0.9547,291.4,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7001,150,1000.0,16,7001,0.4816,0.4989,0.4894,0.6153,0.6283,0.4989,0.7079,0.8486,155.6,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v2_ind_seed7005,150,1000.0,16,7005,0.5221,0.5336,0.5284,0.65,0.6671,0.5336,0.7584,0.895,153.5,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,150,1000.0,16,7009,0.5203,0.4935,0.5081,0.6488,0.6284,0.4935,0.7198,0.8534,152.1,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7001,150,1000.0,32,7001,0.5315,0.565,0.5569,0.6668,0.6836,0.565,0.7633,0.8934,161.1,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v2_ind_seed7005,150,1000.0,32,7005,0.5579,0.5588,0.5675,0.6877,0.6979,0.5588,0.8067,0.9055,159.5,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7009,150,1000.0,32,7009,0.5717,0.5431,0.5725,0.6961,0.6777,0.5431,0.7716,0.9052,157.7,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7001,150,1000.0,48,7001,0.5705,0.5778,0.5846,0.7028,0.7047,0.5778,0.8017,0.9104,161.7,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v2_ind_seed7005,150,1000.0,48,7005,0.5726,0.5756,0.5822,0.7008,0.7128,0.5756,0.8298,0.9181,160.7,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7009,150,1000.0,48,7009,0.5867,0.5603,0.584,0.7073,0.6918,0.5603,0.7845,0.9159,159.6,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7001,150,1000.0,64,7001,0.59,0.58,0.5971,0.7151,0.7073,0.58,0.7974,0.919,177.5,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7005,150,1000.0,64,7005,0.5853,0.5945,0.5994,0.7145,0.7292,0.5945,0.8403,0.9181,171.4,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7009,150,1000.0,64,7009,0.5867,0.569,0.5938,0.7111,0.6983,0.569,0.7845,0.9159,180.5,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v2_ind_seed7001,150,1000.0,80,7001,0.6052,0.6034,0.6132,0.7272,0.7197,0.6034,0.7953,0.9168,216.5,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,150,1000.0,80,7005,0.6168,0.6071,0.6143,0.7339,0.7374,0.6071,0.8508,0.9307,214.0,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7009,150,1000.0,80,7009,0.6039,0.5733,0.6075,0.7239,0.7043,0.5733,0.7953,0.9224,204.2,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7001,150,1000.0,96,7001,0.6052,0.6183,0.623,0.7313,0.736,0.6183,0.8209,0.9296,215.2,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7005,150,1000.0,96,7005,0.5979,0.6155,0.6146,0.7238,0.7441,0.6155,0.8487,0.9265,217.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,150,1000.0,96,7009,0.606,0.5841,0.6119,0.7274,0.7085,0.5841,0.7953,0.9181,218.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,175,1.0,16,7001,0.6291,0.629,0.9154,0.7678,0.7686,0.629,0.8998,0.968,377.7,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7005,175,1.0,16,7005,0.6505,0.6239,0.9128,0.783,0.7645,0.6239,0.8929,0.958,373.7,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v2_ind_seed7009,175,1.0,16,7009,0.6039,0.5948,0.9147,0.7544,0.7483,0.5948,0.8815,0.9526,358.0,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,175,1.0,32,7001,0.6312,0.6439,0.9154,0.7735,0.7762,0.6439,0.8891,0.9765,370.8,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7005,175,1.0,32,7005,0.6463,0.6366,0.9128,0.7839,0.7693,0.6366,0.8908,0.9643,372.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,175,1.0,32,7009,0.5974,0.6099,0.9147,0.7486,0.7665,0.6099,0.9138,0.9569,373.5,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7001,175,1.0,48,7001,0.6247,0.6311,0.9154,0.7692,0.7718,0.6311,0.8955,0.9744,379.6,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v2_ind_seed7005,175,1.0,48,7005,0.6484,0.6324,0.871,0.7797,0.7623,0.6324,0.8718,0.9643,379.2,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7009,175,1.0,48,7009,0.606,0.5905,0.9147,0.7566,0.7529,0.5905,0.9009,0.9634,375.8,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v2_ind_seed7001,175,1.0,64,7001,0.6247,0.6311,0.9154,0.7689,0.7732,0.6311,0.9041,0.9701,382.6,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7005,175,1.0,64,7005,0.6442,0.6261,0.9128,0.78,0.7677,0.6261,0.9013,0.9559,378.0,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v2_ind_seed7009,175,1.0,64,7009,0.6188,0.597,0.9147,0.7629,0.7523,0.597,0.8966,0.9569,370.1,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7001,175,1.0,80,7001,0.6377,0.6418,0.9154,0.7735,0.7754,0.6418,0.8998,0.9723,373.4,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,175,1.0,80,7005,0.6274,0.6197,0.9128,0.7766,0.7611,0.6197,0.8803,0.9685,376.7,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v2_ind_seed7009,175,1.0,80,7009,0.6017,0.6013,0.9147,0.7529,0.756,0.6013,0.8987,0.9591,379.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,175,1.0,96,7001,0.6182,0.6311,0.9154,0.7655,0.7668,0.6311,0.8785,0.9744,384.0,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7005,175,1.0,96,7005,0.6379,0.6155,0.9128,0.7739,0.7552,0.6155,0.8782,0.9559,372.8,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v2_ind_seed7009,175,1.0,96,7009,0.6103,0.5927,0.9147,0.7558,0.7469,0.5927,0.8815,0.9526,380.1,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,175,5.0,16,7001,0.6204,0.6333,0.9154,0.7673,0.7726,0.6333,0.8977,0.9659,368.0,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v2_ind_seed7005,175,5.0,16,7005,0.6653,0.6324,0.9128,0.7969,0.7702,0.6324,0.8908,0.9664,368.2,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,175,5.0,16,7009,0.5974,0.5905,0.9147,0.7556,0.7503,0.5905,0.8944,0.9655,361.2,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7001,175,5.0,32,7001,0.6486,0.6418,0.9154,0.7854,0.7796,0.6418,0.9083,0.9744,371.4,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7005,175,5.0,32,7005,0.6547,0.6408,0.9128,0.7916,0.7753,0.6408,0.8992,0.9685,379.5,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7009,175,5.0,32,7009,0.6253,0.6078,0.9147,0.7667,0.764,0.6078,0.9138,0.9569,373.3,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7001,175,5.0,48,7001,0.6399,0.6375,0.9154,0.7796,0.7776,0.6375,0.9062,0.9744,380.5,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v2_ind_seed7005,175,5.0,48,7005,0.6611,0.6408,0.9128,0.7907,0.7733,0.6408,0.895,0.958,382.0,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,175,5.0,48,7009,0.6253,0.6056,0.9147,0.7679,0.761,0.6056,0.9009,0.9569,373.8,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7001,175,5.0,64,7001,0.6464,0.6525,0.8847,0.7811,0.783,0.6525,0.8998,0.9744,377.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7005,175,5.0,64,7005,0.6611,0.6366,0.9128,0.7947,0.7766,0.6366,0.9097,0.9643,379.1,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v2_ind_seed7009,175,5.0,64,7009,0.6338,0.6056,0.9147,0.7736,0.7621,0.6056,0.9052,0.9547,373.9,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7001,175,5.0,80,7001,0.6377,0.6418,0.9154,0.7786,0.7813,0.6418,0.9126,0.9723,374.3,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7005,175,5.0,80,7005,0.6674,0.6387,0.9128,0.7996,0.7764,0.6387,0.8971,0.9706,378.0,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v2_ind_seed7009,175,5.0,80,7009,0.6317,0.6099,0.9147,0.772,0.7615,0.6099,0.9052,0.9612,376.1,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7001,175,5.0,96,7001,0.6312,0.6354,0.9154,0.7767,0.7783,0.6354,0.9104,0.9744,379.1,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7005,175,5.0,96,7005,0.6589,0.6303,0.9128,0.7931,0.7729,0.6303,0.9034,0.9685,372.8,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7009,175,5.0,96,7009,0.6338,0.5927,0.9144,0.7743,0.7512,0.5927,0.8987,0.9591,378.7,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v2_ind_seed7001,175,10.0,16,7001,0.6269,0.6439,0.9154,0.7724,0.7802,0.6439,0.9083,0.9723,372.5,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,175,10.0,16,7005,0.6632,0.6324,0.9123,0.7953,0.7695,0.6324,0.895,0.9601,372.8,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,175,10.0,16,7009,0.6103,0.6034,0.914,0.7649,0.7585,0.6034,0.8987,0.9655,362.4,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7001,175,10.0,32,7001,0.6421,0.6397,0.9135,0.7836,0.7799,0.6397,0.9083,0.9851,357.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7005,175,10.0,32,7005,0.6632,0.6408,0.9104,0.7961,0.7758,0.6408,0.8929,0.9664,378.0,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,175,10.0,32,7009,0.6167,0.6013,0.9144,0.7657,0.7626,0.6013,0.9203,0.9634,376.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7001,175,10.0,48,7001,0.6399,0.6375,0.9149,0.7802,0.7784,0.6375,0.9126,0.9765,386.6,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7005,175,10.0,48,7005,0.6547,0.6345,0.9126,0.7903,0.7749,0.6345,0.9076,0.9643,382.9,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,175,10.0,48,7009,0.6296,0.6121,0.9147,0.7712,0.7644,0.6121,0.9116,0.9612,378.5,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v2_ind_seed7001,175,10.0,64,7001,0.6508,0.6461,0.8871,0.7836,0.7788,0.6461,0.8934,0.9659,356.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7005,175,10.0,64,7005,0.6526,0.645,0.9126,0.791,0.7817,0.645,0.9118,0.9685,376.8,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,175,10.0,64,7009,0.6317,0.6185,0.9144,0.7751,0.7687,0.6185,0.9159,0.9634,377.1,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7001,175,10.0,80,7001,0.6443,0.6375,0.9154,0.7824,0.7802,0.6375,0.9126,0.9765,364.5,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v2_ind_seed7005,175,10.0,80,7005,0.6611,0.6534,0.9121,0.7964,0.7865,0.6534,0.9097,0.9748,366.2,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7009,175,10.0,80,7009,0.636,0.6121,0.9147,0.7772,0.7671,0.6121,0.9095,0.9612,381.3,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7001,175,10.0,96,7001,0.6399,0.6397,0.9154,0.7834,0.7839,0.6397,0.9147,0.9808,370.7,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7005,175,10.0,96,7005,0.6589,0.6429,0.9126,0.7933,0.7792,0.6429,0.9055,0.9601,370.0,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v2_ind_seed7009,175,10.0,96,7009,0.6445,0.6078,0.9144,0.7789,0.762,0.6078,0.8966,0.9655,377.2,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7001,175,50.0,16,7001,0.6616,0.6503,0.8876,0.7924,0.7892,0.6503,0.9168,0.9765,363.8,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7005,175,50.0,16,7005,0.6905,0.6618,0.8486,0.8096,0.789,0.6618,0.9013,0.9664,363.8,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7009,175,50.0,16,7009,0.6617,0.6315,0.8383,0.7886,0.7662,0.6315,0.8922,0.9547,356.6,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7001,175,50.0,32,7001,0.6833,0.6887,0.8695,0.7996,0.8078,0.6887,0.9126,0.9808,365.5,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7005,175,50.0,32,7005,0.6884,0.6681,0.879,0.8116,0.8,0.6681,0.9223,0.979,360.1,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,175,50.0,32,7009,0.6552,0.6573,0.882,0.7899,0.788,0.6573,0.9073,0.9655,356.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,175,50.0,48,7001,0.6768,0.6546,0.8957,0.8021,0.789,0.6546,0.9211,0.9829,379.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,175,50.0,48,7005,0.6926,0.6702,0.8899,0.8135,0.7989,0.6702,0.9244,0.9685,353.5,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,175,50.0,48,7009,0.6574,0.6659,0.8868,0.7942,0.7973,0.6659,0.9181,0.9698,369.6,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,175,50.0,64,7001,0.6941,0.6802,0.8734,0.8116,0.8036,0.6802,0.9147,0.9808,361.0,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7005,175,50.0,64,7005,0.6968,0.6639,0.8788,0.816,0.7967,0.6639,0.9223,0.9811,363.4,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,175,50.0,64,7009,0.6745,0.6616,0.8923,0.803,0.795,0.6616,0.9159,0.9698,363.2,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,175,50.0,80,7001,0.6681,0.6823,0.8815,0.8007,0.8058,0.6823,0.9232,0.9808,368.3,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7005,175,50.0,80,7005,0.6968,0.6765,0.8773,0.8158,0.8024,0.6765,0.9097,0.9748,367.1,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,175,50.0,80,7009,0.6831,0.6379,0.8697,0.8051,0.7807,0.6379,0.9138,0.972,358.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,175,50.0,96,7001,0.6941,0.6802,0.8515,0.8103,0.7995,0.6802,0.9083,0.9829,370.4,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,175,50.0,96,7005,0.7053,0.6723,0.8884,0.8232,0.8004,0.6723,0.9244,0.9727,370.8,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,175,50.0,96,7009,0.6638,0.6638,0.8844,0.7953,0.7946,0.6638,0.9159,0.972,379.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,175,100.0,16,7001,0.7028,0.6759,0.8272,0.8137,0.8005,0.6759,0.9126,0.9787,356.0,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7005,175,100.0,16,7005,0.7053,0.6828,0.8208,0.821,0.8074,0.6828,0.9244,0.9769,350.6,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,175,100.0,16,7009,0.6767,0.6681,0.8366,0.8011,0.7928,0.6681,0.9073,0.9612,360.8,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7001,175,100.0,32,7001,0.6876,0.6887,0.8469,0.8086,0.8078,0.6887,0.9104,0.9808,364.4,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v2_ind_seed7005,175,100.0,32,7005,0.7137,0.6744,0.8276,0.824,0.8039,0.6744,0.9265,0.9769,364.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,175,100.0,32,7009,0.6831,0.694,0.807,0.8061,0.8051,0.694,0.9095,0.9612,362.6,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,175,100.0,48,7001,0.7093,0.6844,0.8484,0.8202,0.8043,0.6844,0.9147,0.9829,370.7,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7005,175,100.0,48,7005,0.7095,0.6765,0.8491,0.8219,0.8028,0.6765,0.9202,0.9748,373.3,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v2_ind_seed7009,175,100.0,48,7009,0.6809,0.6789,0.8539,0.8058,0.7993,0.6789,0.9073,0.972,371.6,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7001,175,100.0,64,7001,0.7028,0.6887,0.8258,0.815,0.8112,0.6887,0.9211,0.9787,358.6,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,175,100.0,64,7005,0.7221,0.6891,0.8348,0.8286,0.8113,0.6891,0.9202,0.9811,366.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,175,100.0,64,7009,0.6617,0.6897,0.8541,0.7981,0.8095,0.6897,0.9181,0.9741,372.0,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,175,100.0,80,7001,0.6898,0.6802,0.8292,0.8109,0.8047,0.6802,0.9168,0.9787,358.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7005,175,100.0,80,7005,0.7179,0.6891,0.8508,0.8284,0.8124,0.6891,0.9349,0.9727,372.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,175,100.0,80,7009,0.6767,0.6746,0.8332,0.8044,0.798,0.6746,0.9095,0.972,367.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,175,100.0,96,7001,0.6941,0.6887,0.8566,0.8129,0.8098,0.6887,0.9254,0.9808,363.1,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,175,100.0,96,7005,0.7074,0.6807,0.857,0.8215,0.8066,0.6807,0.9244,0.9748,357.0,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,175,100.0,96,7009,0.6745,0.6616,0.8128,0.7981,0.7891,0.6616,0.9116,0.9741,372.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,175,500.0,16,7001,0.6009,0.6162,0.635,0.7338,0.7358,0.6162,0.8358,0.9296,186.9,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7005,175,500.0,16,7005,0.6253,0.6345,0.6332,0.7467,0.7574,0.6345,0.8571,0.9412,185.7,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7009,175,500.0,16,7009,0.6381,0.6013,0.6352,0.749,0.7277,0.6013,0.8211,0.9267,185.7,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,175,500.0,32,7001,0.6312,0.6418,0.6595,0.7616,0.7578,0.6418,0.8422,0.9446,247.0,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7005,175,500.0,32,7005,0.64,0.6429,0.6612,0.7658,0.772,0.6429,0.8845,0.958,230.0,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,175,500.0,32,7009,0.6488,0.6034,0.6489,0.7645,0.7358,0.6034,0.8448,0.944,226.2,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7001,175,500.0,48,7001,0.6399,0.6525,0.6826,0.77,0.7669,0.6525,0.8571,0.9467,244.0,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7005,175,500.0,48,7005,0.6526,0.6576,0.6752,0.775,0.7813,0.6576,0.895,0.9559,243.1,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,175,500.0,48,7009,0.666,0.6164,0.6825,0.7792,0.7498,0.6164,0.8621,0.9504,244.2,Reach max iteration 50 | best_iter=39
