model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6578,0.6522,0.8674,0.7747,0.7679,0.6522,0.8638,0.9542,243.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,150,100.0,48,7005,0.7228,0.695,0.8431,0.8246,0.8005,0.695,0.8956,0.9656,556.6,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7009,150,100.0,48,7009,0.7287,0.7097,0.8302,0.8206,0.8143,0.7097,0.9113,0.9758,566.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7001,150,100.0,64,7001,0.7133,0.6968,0.8371,0.8208,0.8112,0.6968,0.9142,0.9805,576.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,150,100.0,64,7005,0.7148,0.6961,0.8565,0.8196,0.8007,0.6961,0.8876,0.9644,574.7,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v3_ind_seed7009,150,100.0,64,7009,0.7264,0.7051,0.8393,0.8199,0.8107,0.7051,0.9067,0.97,580.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,150,100.0,80,7001,0.7202,0.7025,0.8424,0.8252,0.8156,0.7025,0.9222,0.9805,583.1,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,150,100.0,80,7005,0.7216,0.6927,0.8529,0.824,0.8005,0.6927,0.8956,0.9644,583.5,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,150,100.0,80,7009,0.7184,0.7074,0.8548,0.8139,0.8131,0.7074,0.9136,0.9735,592.1,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7001,150,100.0,96,7001,0.7225,0.7082,0.8423,0.8252,0.819,0.7082,0.9233,0.9794,590.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,150,100.0,96,7005,0.7182,0.7064,0.8323,0.8242,0.8039,0.7064,0.8796,0.9644,592.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,150,100.0,96,7009,0.7172,0.7131,0.8519,0.8147,0.8166,0.7131,0.909,0.977,568.2,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v3_ind_seed7001,150,500.0,16,7001,0.6983,0.6636,0.7084,0.7945,0.7703,0.6636,0.8501,0.9451,311.0,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v3_ind_seed7005,150,500.0,16,7005,0.6712,0.6514,0.7006,0.7713,0.7604,0.6514,0.8475,0.9358,310.3,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7009,150,500.0,16,7009,0.6816,0.6717,0.706,0.7742,0.7743,0.6717,0.8514,0.9412,322.2,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7001,150,500.0,32,7001,0.7006,0.6796,0.7191,0.7993,0.7839,0.6796,0.8661,0.9531,375.4,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,150,500.0,32,7005,0.6838,0.6869,0.7243,0.788,0.7848,0.6869,0.8601,0.9461,367.7,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7009,150,500.0,32,7009,0.6977,0.682,0.7242,0.7893,0.7861,0.682,0.8687,0.9493,376.9,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7001,150,500.0,48,7001,0.7133,0.6773,0.7313,0.8091,0.788,0.6773,0.881,0.96,418.4,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7005,150,500.0,48,7005,0.6907,0.6835,0.7288,0.7939,0.784,0.6835,0.8612,0.9507,422.9,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v3_ind_seed7009,150,500.0,48,7009,0.7011,0.6901,0.7309,0.7933,0.7926,0.6901,0.8698,0.9551,424.4,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7001,150,500.0,64,7001,0.7191,0.6899,0.7397,0.8135,0.7973,0.6899,0.8822,0.9657,496.9,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,150,500.0,64,7005,0.6907,0.7007,0.7397,0.797,0.7953,0.7007,0.8716,0.953,483.0,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v3_ind_seed7009,150,500.0,64,7009,0.708,0.6947,0.7409,0.7977,0.7966,0.6947,0.8767,0.9574,483.5,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7001,150,500.0,80,7001,0.7145,0.6819,0.7459,0.8126,0.7948,0.6819,0.8879,0.9668,532.1,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7005,150,500.0,80,7005,0.6964,0.6995,0.7438,0.8003,0.7967,0.6995,0.8716,0.9576,533.6,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v3_ind_seed7009,150,500.0,80,7009,0.7103,0.6935,0.7486,0.8002,0.795,0.6935,0.8744,0.9631,539.0,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7001,150,500.0,96,7001,0.7156,0.6876,0.7509,0.8134,0.8002,0.6876,0.897,0.9657,554.9,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7005,150,500.0,96,7005,0.6999,0.7007,0.7497,0.8031,0.7978,0.7007,0.8727,0.9576,582.0,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7009,150,500.0,96,7009,0.708,0.6993,0.7504,0.8003,0.7985,0.6993,0.8744,0.9608,588.5,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v3_ind_seed7001,150,1000.0,16,7001,0.6266,0.6018,0.6172,0.7335,0.7078,0.6018,0.7746,0.889,283.1,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v3_ind_seed7005,150,1000.0,16,7005,0.5934,0.6009,0.6189,0.6978,0.7022,0.6009,0.7615,0.8933,276.6,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7009,150,1000.0,16,7009,0.5897,0.5991,0.6174,0.6996,0.7122,0.5991,0.7869,0.894,274.9,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7001,150,1000.0,32,7001,0.6532,0.6316,0.6476,0.7551,0.7354,0.6316,0.8066,0.9096,302.1,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7005,150,1000.0,32,7005,0.6163,0.6307,0.648,0.7261,0.7332,0.6307,0.8028,0.9106,280.8,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7009,150,1000.0,32,7009,0.6161,0.6382,0.6462,0.726,0.7416,0.6382,0.8099,0.9113,286.1,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7001,150,1000.0,48,7001,0.6717,0.6499,0.6683,0.772,0.752,0.6499,0.8261,0.9199,336.6,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7005,150,1000.0,48,7005,0.6357,0.6307,0.6606,0.7421,0.7381,0.6307,0.8165,0.9197,331.1,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7009,150,1000.0,48,7009,0.6333,0.6509,0.6583,0.7406,0.7534,0.6509,0.8249,0.9205,330.4,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v3_ind_seed7001,150,1000.0,64,7001,0.6798,0.6487,0.6815,0.7785,0.7536,0.6487,0.8295,0.9291,381.2,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v3_ind_seed7005,150,1000.0,64,7005,0.6483,0.6445,0.6714,0.7541,0.7513,0.6445,0.8372,0.9266,380.4,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v3_ind_seed7009,150,1000.0,64,7009,0.6379,0.6601,0.6709,0.7461,0.7637,0.6601,0.841,0.9286,383.4,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7001,150,1000.0,80,7001,0.6855,0.6545,0.6906,0.7854,0.7626,0.6545,0.8444,0.9348,421.4,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v3_ind_seed7005,150,1000.0,80,7005,0.6655,0.6468,0.6901,0.7666,0.7555,0.6468,0.836,0.9312,416.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7009,150,1000.0,80,7009,0.654,0.6613,0.6824,0.756,0.7677,0.6613,0.8514,0.9297,426.8,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v3_ind_seed7001,150,1000.0,96,7001,0.6855,0.6579,0.6913,0.7847,0.765,0.6579,0.8467,0.9359,441.5,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v3_ind_seed7005,150,1000.0,96,7005,0.6678,0.6583,0.6978,0.7714,0.7634,0.6583,0.8452,0.9346,444.1,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7009,150,1000.0,96,7009,0.6678,0.6751,0.6964,0.7667,0.7759,0.6751,0.8571,0.9355,443.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7001,175,1.0,16,7001,0.6751,0.6442,0.8502,0.7804,0.763,0.6442,0.8684,0.9519,640.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,1.0,16,7005,0.6678,0.6456,0.8896,0.7814,0.7631,0.6456,0.8612,0.9415,613.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,175,1.0,16,7009,0.6713,0.6555,0.8354,0.773,0.7673,0.6555,0.8583,0.9493,651.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,175,1.0,32,7001,0.6624,0.6304,0.8915,0.7794,0.7573,0.6304,0.873,0.9474,650.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,1.0,32,7005,0.6552,0.6548,0.8918,0.774,0.7663,0.6548,0.8589,0.945,651.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,175,1.0,32,7009,0.654,0.6417,0.9253,0.7627,0.764,0.6417,0.8744,0.9528,664.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,175,1.0,48,7001,0.6671,0.6293,0.9121,0.7797,0.7591,0.6293,0.8684,0.9542,644.7,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,175,1.0,48,7005,0.6529,0.6273,0.9067,0.7712,0.7479,0.6273,0.8475,0.9369,660.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,175,1.0,48,7009,0.6621,0.6325,0.8707,0.765,0.7513,0.6325,0.856,0.9378,648.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,175,1.0,64,7001,0.6936,0.6304,0.8124,0.7878,0.7503,0.6304,0.8513,0.9416,663.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,1.0,64,7005,0.6541,0.6479,0.8991,0.7765,0.7607,0.6479,0.8509,0.945,655.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,175,1.0,64,7009,0.6632,0.6555,0.9043,0.7725,0.7674,0.6555,0.8618,0.9482,666.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,175,1.0,80,7001,0.6763,0.6396,0.8998,0.7868,0.7668,0.6396,0.8844,0.9588,664.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,1.0,80,7005,0.6586,0.6628,0.8841,0.7785,0.7717,0.6628,0.8601,0.9438,646.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,175,1.0,80,7009,0.6678,0.6601,0.9099,0.7787,0.7783,0.6601,0.8744,0.9631,661.1,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,175,1.0,96,7001,0.6671,0.6533,0.8943,0.7848,0.7785,0.6533,0.8913,0.9611,656.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,175,1.0,96,7005,0.6564,0.6606,0.8682,0.7762,0.7699,0.6606,0.8624,0.9472,650.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,175,1.0,96,7009,0.6828,0.6659,0.8355,0.7855,0.7767,0.6659,0.871,0.9585,649.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,175,5.0,16,7001,0.6509,0.6304,0.9309,0.777,0.7637,0.6304,0.8856,0.9668,647.9,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7005,175,5.0,16,7005,0.6586,0.6342,0.8818,0.7777,0.7573,0.6342,0.8658,0.9427,649.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,175,5.0,16,7009,0.6724,0.6567,0.9269,0.7811,0.7727,0.6567,0.871,0.9493,655.6,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v3_ind_seed7001,175,5.0,32,7001,0.674,0.6373,0.8771,0.7814,0.7595,0.6373,0.8684,0.9497,647.0,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,175,5.0,32,7005,0.6518,0.6422,0.9292,0.7774,0.7641,0.6422,0.8658,0.9461,641.0,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7009,175,5.0,32,7009,0.6736,0.6601,0.9269,0.782,0.779,0.6601,0.8859,0.9608,661.4,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v3_ind_seed7001,175,5.0,48,7001,0.6786,0.6579,0.825,0.7861,0.7761,0.6579,0.8799,0.9497,649.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,5.0,48,7005,0.6506,0.6411,0.9294,0.7768,0.7633,0.6411,0.8704,0.9495,646.1,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,175,5.0,48,7009,0.6598,0.6647,0.927,0.776,0.7802,0.6647,0.8836,0.9585,653.6,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7001,175,5.0,64,7001,0.6809,0.6316,0.8186,0.7869,0.7587,0.6316,0.8684,0.9542,646.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,5.0,64,7005,0.6667,0.6411,0.8528,0.7826,0.759,0.6411,0.8612,0.945,655.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,175,5.0,64,7009,0.6678,0.6636,0.9112,0.7786,0.7752,0.6636,0.871,0.9539,653.8,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,175,5.0,80,7001,0.6798,0.6487,0.8848,0.7912,0.7738,0.6487,0.889,0.9657,671.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,5.0,80,7005,0.6564,0.6491,0.8846,0.7805,0.7648,0.6491,0.8578,0.9404,639.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,175,5.0,80,7009,0.6793,0.6717,0.8988,0.7894,0.7888,0.6717,0.8917,0.9689,661.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,175,5.0,96,7001,0.6902,0.6568,0.8508,0.7925,0.7777,0.6568,0.8879,0.9519,656.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,5.0,96,7005,0.6529,0.633,0.9291,0.7775,0.7593,0.633,0.8727,0.9415,652.9,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v3_ind_seed7009,175,5.0,96,7009,0.6575,0.6624,0.927,0.7748,0.7794,0.6624,0.8836,0.9631,647.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7001,175,10.0,16,7001,0.6636,0.627,0.9305,0.7842,0.7635,0.627,0.8913,0.9725,627.2,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v3_ind_seed7005,175,10.0,16,7005,0.6644,0.6628,0.8957,0.7839,0.7717,0.6628,0.8658,0.945,630.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7009,175,10.0,16,7009,0.6747,0.6567,0.9266,0.7853,0.7743,0.6567,0.8802,0.9551,648.7,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7001,175,10.0,32,7001,0.6682,0.6384,0.9308,0.7899,0.7741,0.6384,0.9005,0.9737,654.9,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v3_ind_seed7005,175,10.0,32,7005,0.6644,0.6479,0.928,0.7837,0.7677,0.6479,0.8704,0.9495,659.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7009,175,10.0,32,7009,0.669,0.6486,0.9262,0.7804,0.773,0.6486,0.8894,0.962,639.5,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v3_ind_seed7001,175,10.0,48,7001,0.6879,0.6716,0.8652,0.7932,0.7881,0.6716,0.8936,0.9622,643.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,175,10.0,48,7005,0.677,0.6479,0.8903,0.7863,0.7618,0.6479,0.8555,0.9484,637.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,175,10.0,48,7009,0.6736,0.6694,0.9263,0.7856,0.7865,0.6694,0.894,0.9654,643.2,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v3_ind_seed7001,175,10.0,64,7001,0.6775,0.6487,0.9052,0.7918,0.777,0.6487,0.8982,0.9634,641.9,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,175,10.0,64,7005,0.6747,0.656,0.9049,0.7914,0.7697,0.656,0.8681,0.9472,655.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,175,10.0,64,7009,0.6667,0.6647,0.9266,0.7808,0.7834,0.6647,0.8906,0.9608,667.2,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v3_ind_seed7001,175,10.0,80,7001,0.6832,0.6373,0.899,0.7939,0.7675,0.6373,0.8947,0.9634,669.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,175,10.0,80,7005,0.6609,0.664,0.8938,0.7831,0.7747,0.664,0.8681,0.9438,644.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,175,10.0,80,7009,0.6759,0.6786,0.9088,0.7857,0.7916,0.6786,0.8917,0.9724,657.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,175,10.0,96,7001,0.674,0.6407,0.9303,0.7918,0.7738,0.6407,0.9027,0.9725,659.0,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v3_ind_seed7005,175,10.0,96,7005,0.6621,0.6663,0.9023,0.7822,0.7774,0.6663,0.8727,0.9518,647.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,175,10.0,96,7009,0.6621,0.6659,0.9267,0.7814,0.7851,0.6659,0.8929,0.9666,657.5,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v3_ind_seed7001,175,50.0,16,7001,0.7098,0.6739,0.8744,0.8155,0.7985,0.6739,0.9119,0.976,653.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,175,50.0,16,7005,0.6976,0.6904,0.881,0.811,0.7962,0.6904,0.8888,0.9633,645.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,175,50.0,16,7009,0.7034,0.6901,0.889,0.8068,0.7995,0.6901,0.8975,0.9712,655.7,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7001,175,50.0,32,7001,0.7029,0.6831,0.8693,0.8131,0.8019,0.6831,0.9142,0.9783,654.2,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,175,50.0,32,7005,0.6919,0.6697,0.882,0.8067,0.7867,0.6697,0.8911,0.9656,653.9,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,175,50.0,32,7009,0.7023,0.6786,0.8853,0.8059,0.7989,0.6786,0.9101,0.9712,661.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,175,50.0,48,7001,0.7179,0.6854,0.8735,0.8206,0.8057,0.6854,0.9211,0.9794,638.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,175,50.0,48,7005,0.6976,0.6881,0.8864,0.8095,0.796,0.6881,0.8922,0.9656,657.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,175,50.0,48,7009,0.7092,0.697,0.8813,0.8101,0.8077,0.697,0.9032,0.97,652.4,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,175,50.0,64,7001,0.7087,0.6945,0.8716,0.8161,0.8093,0.6945,0.9233,0.9783,666.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,175,50.0,64,7005,0.7022,0.6823,0.8823,0.8109,0.7939,0.6823,0.8888,0.9633,651.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,175,50.0,64,7009,0.7069,0.697,0.877,0.8096,0.8081,0.697,0.909,0.9758,653.0,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,175,50.0,80,7001,0.7087,0.6762,0.885,0.8164,0.7998,0.6762,0.9188,0.9794,668.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,175,50.0,80,7005,0.7079,0.6823,0.8853,0.8151,0.7937,0.6823,0.8911,0.9633,658.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,175,50.0,80,7009,0.7011,0.6878,0.8862,0.8066,0.804,0.6878,0.9101,0.9758,661.6,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7001,175,50.0,96,7001,0.726,0.6785,0.8824,0.8265,0.8002,0.6785,0.9119,0.9805,668.7,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,175,50.0,96,7005,0.709,0.6835,0.8787,0.8159,0.791,0.6835,0.8761,0.961,673.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,175,50.0,96,7009,0.7103,0.6982,0.88,0.8115,0.8082,0.6982,0.9078,0.9724,667.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,175,100.0,16,7001,0.7202,0.6957,0.8406,0.8216,0.8082,0.6957,0.913,0.9771,616.2,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7005,175,100.0,16,7005,0.7125,0.7053,0.826,0.8175,0.8054,0.7053,0.8933,0.9644,616.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,175,100.0,16,7009,0.7218,0.7074,0.8265,0.8138,0.8119,0.7074,0.9044,0.9712,615.4,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7001,175,100.0,32,7001,0.726,0.6979,0.8339,0.8248,0.8118,0.6979,0.9119,0.9805,631.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,175,100.0,32,7005,0.7216,0.7064,0.818,0.8225,0.8076,0.7064,0.8933,0.9713,621.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,175,100.0,32,7009,0.7241,0.7108,0.8432,0.816,0.8159,0.7108,0.9113,0.9735,625.6,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v3_ind_seed7001,175,100.0,48,7001,0.7214,0.6922,0.8243,0.8244,0.807,0.6922,0.9108,0.9805,627.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,175,100.0,48,7005,0.7159,0.7053,0.8381,0.8209,0.8075,0.7053,0.8922,0.969,640.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,175,100.0,48,7009,0.7241,0.7074,0.8358,0.8177,0.811,0.7074,0.9055,0.9724,631.6,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,175,100.0,64,7001,0.711,0.7082,0.8304,0.8185,0.8156,0.7082,0.9119,0.9817,646.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,175,100.0,64,7005,0.7228,0.6927,0.8567,0.8233,0.7982,0.6927,0.883,0.961,641.7,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v3_ind_seed7009,175,100.0,64,7009,0.723,0.7051,0.8336,0.8164,0.8125,0.7051,0.9113,0.9712,640.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,175,100.0,80,7001,0.7272,0.7071,0.8262,0.8267,0.8159,0.7071,0.9165,0.9817,661.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,175,100.0,80,7005,0.7148,0.7018,0.8489,0.8204,0.8049,0.7018,0.8922,0.9667,657.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7009,175,100.0,80,7009,0.7241,0.712,0.838,0.8189,0.8148,0.712,0.9078,0.977,662.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7001,175,100.0,96,7001,0.726,0.7059,0.8336,0.8271,0.817,0.7059,0.9188,0.9817,669.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,175,100.0,96,7005,0.7205,0.6904,0.8482,0.8213,0.7976,0.6904,0.8899,0.9633,667.4,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7009,175,100.0,96,7009,0.723,0.7028,0.8365,0.8175,0.8118,0.7028,0.909,0.9724,670.0,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7001,175,500.0,16,7001,0.7006,0.667,0.7075,0.7937,0.774,0.667,0.857,0.9439,343.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v3_ind_seed7005,175,500.0,16,7005,0.6735,0.6571,0.7041,0.7759,0.7644,0.6571,0.8475,0.9369,358.0,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v3_ind_seed7009,175,500.0,16,7009,0.6874,0.6797,0.7041,0.778,0.7787,0.6797,0.8594,0.9332,340.1,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,175,500.0,32,7001,0.711,0.6785,0.723,0.8043,0.7852,0.6785,0.8696,0.9577,414.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,175,500.0,32,7005,0.6873,0.68,0.7225,0.7889,0.7817,0.68,0.8635,0.953,412.8,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7009,175,500.0,32,7009,0.6954,0.6843,0.726,0.7896,0.7864,0.6843,0.8675,0.9459,415.5,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7001,175,500.0,48,7001,0.7121,0.6831,0.7337,0.8081,0.794,0.6831,0.8867,0.9645,478.8,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7005,175,500.0,48,7005,0.6907,0.6927,0.7353,0.7933,0.79,0.6927,0.8716,0.9461,472.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7009,175,500.0,48,7009,0.6989,0.6947,0.7304,0.7918,0.7946,0.6947,0.8721,0.9539,476.5,Reach max iteration 50 | best_iter=8
