model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6821,0.6407,0.8646,0.7904,0.7607,0.6407,0.8684,0.9485,253.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,100.0,48,7005,0.7205,0.7133,0.8707,0.8271,0.8187,0.7133,0.9094,0.969,579.3,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v3_ind_seed7009,150,100.0,48,7009,0.7276,0.7166,0.8698,0.8269,0.8249,0.7166,0.9286,0.9827,582.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,150,100.0,64,7001,0.7445,0.7117,0.8637,0.8418,0.8202,0.7117,0.9233,0.9817,576.8,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,150,100.0,64,7005,0.7274,0.7167,0.8539,0.8277,0.8199,0.7167,0.9083,0.9759,572.7,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,150,100.0,64,7009,0.7299,0.7281,0.8534,0.8295,0.8317,0.7281,0.9286,0.985,574.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,150,100.0,80,7001,0.7457,0.7082,0.8686,0.8409,0.817,0.7082,0.9153,0.9851,572.7,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7005,150,100.0,80,7005,0.7285,0.7133,0.8741,0.831,0.8188,0.7133,0.9106,0.9759,580.9,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7009,150,100.0,80,7009,0.7368,0.7224,0.8344,0.8302,0.8257,0.7224,0.9182,0.9839,567.9,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,150,100.0,96,7001,0.7445,0.7082,0.8531,0.8418,0.8174,0.7082,0.9199,0.9794,577.7,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7005,150,100.0,96,7005,0.7308,0.7064,0.8764,0.8318,0.8134,0.7064,0.9071,0.9759,578.8,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7009,150,100.0,96,7009,0.7276,0.7304,0.8596,0.8275,0.8337,0.7304,0.9343,0.985,578.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7001,150,500.0,16,7001,0.7052,0.6716,0.716,0.8044,0.7781,0.6716,0.8604,0.9474,369.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,150,500.0,16,7005,0.6804,0.6858,0.7112,0.781,0.7841,0.6858,0.8624,0.9461,377.1,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v3_ind_seed7009,150,500.0,16,7009,0.6874,0.6832,0.7147,0.7859,0.7866,0.6832,0.871,0.9551,363.7,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7001,150,500.0,32,7001,0.7168,0.6819,0.7355,0.8143,0.7892,0.6819,0.8764,0.9554,424.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,150,500.0,32,7005,0.6964,0.7122,0.7331,0.7981,0.8066,0.7122,0.8899,0.9564,426.1,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v3_ind_seed7009,150,500.0,32,7009,0.6954,0.6982,0.7346,0.796,0.7978,0.6982,0.871,0.9608,418.8,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7001,150,500.0,48,7001,0.7214,0.6808,0.7414,0.8186,0.7925,0.6808,0.8867,0.9634,487.4,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7005,150,500.0,48,7005,0.6953,0.7087,0.7396,0.7972,0.8058,0.7087,0.8853,0.9576,476.3,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,150,500.0,48,7009,0.7,0.6982,0.7436,0.8008,0.8024,0.6982,0.8848,0.9666,483.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7001,150,500.0,64,7001,0.7214,0.6968,0.7475,0.8199,0.8013,0.6968,0.8833,0.9657,522.2,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,150,500.0,64,7005,0.6976,0.7156,0.7495,0.8006,0.8105,0.7156,0.8865,0.9564,542.7,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7009,150,500.0,64,7009,0.7115,0.7085,0.7527,0.8087,0.809,0.7085,0.8917,0.9666,524.8,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,150,500.0,80,7001,0.7237,0.6899,0.7494,0.8208,0.7986,0.6899,0.8856,0.9748,574.5,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v3_ind_seed7005,150,500.0,80,7005,0.701,0.7202,0.753,0.8048,0.8158,0.7202,0.8991,0.9599,569.7,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7009,150,500.0,80,7009,0.7138,0.7039,0.7563,0.8107,0.808,0.7039,0.8975,0.9677,575.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7001,150,500.0,96,7001,0.7306,0.7082,0.7591,0.8272,0.8098,0.7082,0.8959,0.9737,572.7,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7005,150,500.0,96,7005,0.7159,0.7202,0.7546,0.8123,0.8165,0.7202,0.8979,0.961,571.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7009,150,500.0,96,7009,0.7149,0.7062,0.7573,0.8125,0.8101,0.7062,0.894,0.9666,581.3,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,150,1000.0,16,7001,0.6486,0.619,0.6503,0.7537,0.7274,0.619,0.7998,0.9073,279.7,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7005,150,1000.0,16,7005,0.6163,0.6433,0.6472,0.7284,0.7399,0.6433,0.8039,0.9071,273.1,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v3_ind_seed7009,150,1000.0,16,7009,0.6184,0.6221,0.6379,0.7281,0.7306,0.6221,0.8111,0.9055,278.5,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,150,1000.0,32,7001,0.6717,0.6407,0.6707,0.7751,0.7503,0.6407,0.8307,0.9325,325.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7005,150,1000.0,32,7005,0.6346,0.6456,0.6657,0.7472,0.7495,0.6456,0.8211,0.9209,317.8,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,150,1000.0,32,7009,0.6529,0.659,0.6763,0.758,0.7626,0.659,0.8445,0.9251,328.3,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7001,150,1000.0,48,7001,0.6763,0.6465,0.6815,0.7797,0.7566,0.6465,0.8444,0.9359,369.4,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7005,150,1000.0,48,7005,0.6518,0.6606,0.6826,0.7611,0.7634,0.6606,0.844,0.9312,373.0,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,150,1000.0,48,7009,0.6655,0.6705,0.6848,0.7671,0.772,0.6705,0.8548,0.9378,371.7,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7001,150,1000.0,64,7001,0.6879,0.6556,0.6944,0.7899,0.7653,0.6556,0.849,0.9382,386.9,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7005,150,1000.0,64,7005,0.6667,0.68,0.6951,0.7715,0.7769,0.68,0.8544,0.9381,404.6,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7009,150,1000.0,64,7009,0.669,0.6728,0.6948,0.7727,0.7754,0.6728,0.8571,0.9412,405.2,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7001,150,1000.0,80,7001,0.6902,0.6693,0.6978,0.7927,0.7738,0.6693,0.857,0.9405,426.9,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v3_ind_seed7005,150,1000.0,80,7005,0.6632,0.6755,0.6998,0.771,0.7752,0.6755,0.8544,0.9415,423.7,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7009,150,1000.0,80,7009,0.6816,0.6809,0.7006,0.7806,0.7814,0.6809,0.8606,0.9412,428.4,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7001,150,1000.0,96,7001,0.696,0.6579,0.6994,0.7974,0.7687,0.6579,0.857,0.9371,481.3,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v3_ind_seed7005,150,1000.0,96,7005,0.6678,0.6755,0.7004,0.7741,0.7766,0.6755,0.8601,0.9461,454.0,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v3_ind_seed7009,150,1000.0,96,7009,0.6874,0.6843,0.6977,0.784,0.7835,0.6843,0.8606,0.9482,483.8,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7001,175,1.0,16,7001,0.6763,0.6625,0.9309,0.7917,0.7796,0.6625,0.8902,0.9588,660.5,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,175,1.0,16,7005,0.6655,0.6548,0.9294,0.7841,0.7785,0.6548,0.8876,0.9518,656.1,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v3_ind_seed7009,175,1.0,16,7009,0.6897,0.682,0.8774,0.7942,0.7949,0.682,0.8871,0.9654,646.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,175,1.0,32,7001,0.6913,0.6533,0.9105,0.7999,0.776,0.6533,0.8913,0.9634,645.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7005,175,1.0,32,7005,0.6564,0.6514,0.9294,0.7753,0.7715,0.6514,0.8853,0.9472,660.4,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v3_ind_seed7009,175,1.0,32,7009,0.6678,0.6866,0.9253,0.7874,0.8047,0.6866,0.9194,0.9712,641.8,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,175,1.0,48,7001,0.6751,0.6487,0.9309,0.7923,0.7716,0.6487,0.8833,0.9611,654.5,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,175,1.0,48,7005,0.6552,0.6399,0.9233,0.7753,0.7678,0.6399,0.8842,0.9553,653.6,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,175,1.0,48,7009,0.6736,0.6797,0.8808,0.7902,0.7934,0.6797,0.8998,0.97,662.1,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,175,1.0,64,7001,0.7052,0.6842,0.876,0.8062,0.7934,0.6842,0.897,0.96,668.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,175,1.0,64,7005,0.6827,0.6525,0.8651,0.792,0.7732,0.6525,0.8784,0.9564,663.0,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,175,1.0,64,7009,0.6793,0.6843,0.8939,0.7894,0.7969,0.6843,0.894,0.9677,663.4,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,175,1.0,80,7001,0.6879,0.6773,0.8371,0.7993,0.7853,0.6773,0.881,0.9531,654.1,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,175,1.0,80,7005,0.6621,0.6537,0.9294,0.7851,0.7757,0.6537,0.8819,0.9599,668.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,175,1.0,80,7009,0.6759,0.6947,0.8971,0.7922,0.8084,0.6947,0.9159,0.977,642.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,175,1.0,96,7001,0.6832,0.6487,0.9304,0.7989,0.7725,0.6487,0.8822,0.9611,654.4,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7005,175,1.0,96,7005,0.6667,0.6491,0.9133,0.7851,0.7737,0.6491,0.8888,0.9587,651.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,175,1.0,96,7009,0.6862,0.682,0.8984,0.7963,0.7967,0.682,0.9055,0.9654,642.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,175,5.0,16,7001,0.6879,0.6568,0.9309,0.8011,0.7785,0.6568,0.8959,0.9657,653.8,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v3_ind_seed7005,175,5.0,16,7005,0.6804,0.6674,0.9294,0.7936,0.7877,0.6674,0.8956,0.9622,646.0,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v3_ind_seed7009,175,5.0,16,7009,0.6816,0.697,0.9272,0.7976,0.8062,0.697,0.9032,0.9689,663.4,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,175,5.0,32,7001,0.6994,0.651,0.9309,0.8097,0.7791,0.651,0.9016,0.9703,654.6,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v3_ind_seed7005,175,5.0,32,7005,0.6678,0.6537,0.9294,0.7871,0.7801,0.6537,0.8945,0.953,648.5,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v3_ind_seed7009,175,5.0,32,7009,0.6885,0.6993,0.8701,0.7982,0.8106,0.6993,0.909,0.9747,660.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,175,5.0,48,7001,0.6913,0.6636,0.9309,0.8055,0.787,0.6636,0.9073,0.9691,672.8,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v3_ind_seed7005,175,5.0,48,7005,0.6724,0.6628,0.9294,0.7896,0.7872,0.6628,0.8991,0.9656,654.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,175,5.0,48,7009,0.6828,0.6924,0.9272,0.7996,0.8054,0.6924,0.9044,0.97,666.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,175,5.0,64,7001,0.696,0.6705,0.9309,0.808,0.7899,0.6705,0.9062,0.9668,664.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,175,5.0,64,7005,0.6724,0.6651,0.9294,0.7944,0.7873,0.6651,0.8979,0.9587,665.8,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7009,175,5.0,64,7009,0.6851,0.6959,0.9272,0.7997,0.8066,0.6959,0.909,0.9758,671.1,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7001,175,5.0,80,7001,0.6983,0.6533,0.9309,0.8095,0.7789,0.6533,0.8959,0.9668,654.8,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7005,175,5.0,80,7005,0.6655,0.664,0.9294,0.7886,0.785,0.664,0.8922,0.9644,665.6,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7009,175,5.0,80,7009,0.6839,0.6878,0.9272,0.8008,0.8029,0.6878,0.9113,0.97,650.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,175,5.0,96,7001,0.6983,0.667,0.8658,0.8031,0.782,0.667,0.881,0.9657,656.9,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,175,5.0,96,7005,0.6793,0.6697,0.8879,0.7914,0.784,0.6697,0.8853,0.9576,659.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,175,5.0,96,7009,0.6805,0.6924,0.9272,0.7994,0.8039,0.6924,0.9055,0.97,644.0,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v3_ind_seed7001,175,10.0,16,7001,0.6925,0.6625,0.9309,0.8078,0.785,0.6625,0.905,0.9691,665.7,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v3_ind_seed7005,175,10.0,16,7005,0.6861,0.672,0.9288,0.8011,0.7912,0.672,0.8922,0.9644,652.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,175,10.0,16,7009,0.6885,0.7039,0.9272,0.8019,0.8098,0.7039,0.9078,0.9724,667.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,175,10.0,32,7001,0.6971,0.6602,0.9309,0.8113,0.7837,0.6602,0.8982,0.9645,648.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,175,10.0,32,7005,0.6632,0.6606,0.9291,0.7868,0.7847,0.6606,0.8979,0.9599,657.7,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v3_ind_seed7009,175,10.0,32,7009,0.6839,0.6878,0.9272,0.8006,0.8055,0.6878,0.9159,0.9747,671.4,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7001,175,10.0,48,7001,0.6983,0.6728,0.9309,0.8111,0.7928,0.6728,0.9108,0.9714,655.0,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v3_ind_seed7005,175,10.0,48,7005,0.6735,0.6617,0.929,0.7948,0.7866,0.6617,0.8991,0.9679,656.7,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7009,175,10.0,48,7009,0.6828,0.6901,0.9272,0.8014,0.8043,0.6901,0.9032,0.9712,668.1,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7001,175,10.0,64,7001,0.7052,0.6739,0.9309,0.8143,0.792,0.6739,0.905,0.9668,664.3,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,175,10.0,64,7005,0.6804,0.6594,0.9288,0.8005,0.7851,0.6594,0.8979,0.9622,659.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7009,175,10.0,64,7009,0.6862,0.6947,0.9272,0.8027,0.8099,0.6947,0.9194,0.9793,659.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,175,10.0,80,7001,0.6994,0.6625,0.9307,0.8118,0.7882,0.6625,0.9073,0.9771,661.8,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7005,175,10.0,80,7005,0.6678,0.664,0.929,0.7939,0.7871,0.664,0.9071,0.9656,675.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,175,10.0,80,7009,0.6851,0.7016,0.9272,0.8046,0.813,0.7016,0.9124,0.9781,641.7,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7001,175,10.0,96,7001,0.6936,0.6659,0.9308,0.8079,0.79,0.6659,0.9119,0.9634,652.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,175,10.0,96,7005,0.6724,0.6594,0.929,0.7957,0.7853,0.6594,0.9037,0.9633,657.4,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v3_ind_seed7009,175,10.0,96,7009,0.6885,0.6982,0.9272,0.8049,0.8087,0.6982,0.9124,0.9689,639.1,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,175,50.0,16,7001,0.726,0.6728,0.892,0.8305,0.7982,0.6728,0.9188,0.9805,655.2,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,175,50.0,16,7005,0.701,0.703,0.9069,0.8101,0.8104,0.703,0.9071,0.969,637.6,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,175,50.0,16,7009,0.7092,0.7154,0.889,0.8163,0.8219,0.7154,0.9171,0.9816,633.7,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,175,50.0,32,7001,0.7168,0.6888,0.8981,0.8252,0.8066,0.6888,0.9199,0.9805,645.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7005,175,50.0,32,7005,0.6919,0.6984,0.9121,0.808,0.8094,0.6984,0.9106,0.9679,654.7,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7009,175,50.0,32,7009,0.7046,0.7051,0.8965,0.8134,0.8184,0.7051,0.9263,0.9804,659.2,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,175,50.0,48,7001,0.7249,0.6888,0.884,0.8287,0.8073,0.6888,0.9211,0.9748,645.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,175,50.0,48,7005,0.7033,0.7018,0.9065,0.8138,0.8118,0.7018,0.9094,0.9679,657.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,175,50.0,48,7009,0.7126,0.7247,0.8692,0.8164,0.8256,0.7247,0.9182,0.977,641.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,175,50.0,64,7001,0.7214,0.6819,0.887,0.8275,0.8029,0.6819,0.9119,0.976,655.7,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,175,50.0,64,7005,0.7113,0.6961,0.9048,0.819,0.8061,0.6961,0.9025,0.9667,666.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,175,50.0,64,7009,0.7126,0.7177,0.8701,0.8174,0.8225,0.7177,0.9263,0.9816,664.4,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,175,50.0,80,7001,0.726,0.6934,0.8993,0.829,0.8086,0.6934,0.9188,0.9794,649.4,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,175,50.0,80,7005,0.7068,0.7041,0.9057,0.8159,0.8129,0.7041,0.9117,0.9713,648.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7009,175,50.0,80,7009,0.708,0.7166,0.898,0.8183,0.8237,0.7166,0.9263,0.9793,650.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7001,175,50.0,96,7001,0.7133,0.6957,0.8794,0.8245,0.8084,0.6957,0.9108,0.9771,674.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7005,175,50.0,96,7005,0.709,0.6938,0.9038,0.8194,0.8071,0.6938,0.906,0.9725,651.7,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,175,50.0,96,7009,0.7069,0.7062,0.9049,0.8165,0.8175,0.7062,0.9263,0.9781,655.2,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7001,175,100.0,16,7001,0.7214,0.7014,0.8547,0.8288,0.8134,0.7014,0.9165,0.9817,648.7,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v3_ind_seed7005,175,100.0,16,7005,0.7194,0.7156,0.8482,0.8215,0.8194,0.7156,0.9106,0.969,644.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,175,100.0,16,7009,0.7299,0.7224,0.8511,0.827,0.825,0.7224,0.9171,0.985,643.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7001,175,100.0,32,7001,0.7329,0.6945,0.8629,0.8355,0.8116,0.6945,0.9245,0.9828,653.6,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7005,175,100.0,32,7005,0.7182,0.7133,0.8655,0.823,0.8173,0.7133,0.9106,0.9713,650.0,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7009,175,100.0,32,7009,0.7241,0.7281,0.8443,0.8261,0.8304,0.7281,0.9217,0.9816,654.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,175,100.0,48,7001,0.7399,0.7117,0.8586,0.8382,0.821,0.7117,0.9222,0.9828,651.0,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,175,100.0,48,7005,0.7228,0.7087,0.8711,0.8279,0.8159,0.7087,0.9117,0.9759,652.5,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v3_ind_seed7009,175,100.0,48,7009,0.7299,0.7189,0.8665,0.8294,0.8261,0.7189,0.9228,0.9839,649.2,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v3_ind_seed7001,175,100.0,64,7001,0.7376,0.7128,0.8463,0.837,0.8216,0.7128,0.9165,0.9828,661.2,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,175,100.0,64,7005,0.7274,0.7248,0.836,0.8266,0.8234,0.7248,0.9083,0.9736,658.1,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7009,175,100.0,64,7009,0.7264,0.7281,0.8523,0.8261,0.8316,0.7281,0.9263,0.985,658.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,175,100.0,80,7001,0.7445,0.7025,0.8566,0.8411,0.8159,0.7025,0.9233,0.9805,662.4,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7005,175,100.0,80,7005,0.7239,0.7167,0.8638,0.8287,0.8204,0.7167,0.9094,0.9748,658.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,175,100.0,80,7009,0.7253,0.7293,0.8619,0.8274,0.8325,0.7293,0.9309,0.985,664.5,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7001,175,100.0,96,7001,0.7341,0.7059,0.8785,0.834,0.8151,0.7059,0.9165,0.9794,657.4,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v3_ind_seed7005,175,100.0,96,7005,0.7342,0.7179,0.8592,0.8319,0.82,0.7179,0.9094,0.9759,657.4,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,175,100.0,96,7009,0.7241,0.7212,0.8693,0.8272,0.8258,0.7212,0.9263,0.9827,666.1,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7001,175,500.0,16,7001,0.7052,0.6739,0.7118,0.8044,0.7819,0.6739,0.865,0.9485,408.3,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v3_ind_seed7005,175,500.0,16,7005,0.6861,0.6904,0.7189,0.7868,0.7877,0.6904,0.867,0.9484,419.4,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,175,500.0,16,7009,0.6885,0.6832,0.7177,0.7884,0.7862,0.6832,0.8698,0.9528,427.0,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7001,175,500.0,32,7001,0.7179,0.6785,0.7248,0.8159,0.7861,0.6785,0.8719,0.9474,461.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7005,175,500.0,32,7005,0.6827,0.6984,0.7302,0.7884,0.7987,0.6984,0.8819,0.953,476.0,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v3_ind_seed7009,175,500.0,32,7009,0.6954,0.6959,0.7252,0.7948,0.7951,0.6959,0.871,0.9528,476.3,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,175,500.0,48,7001,0.7249,0.6796,0.7378,0.8197,0.7907,0.6796,0.8833,0.9657,546.3,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7005,175,500.0,48,7005,0.6976,0.711,0.7403,0.7991,0.807,0.711,0.8876,0.9564,549.7,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7009,175,500.0,48,7009,0.6966,0.6924,0.7424,0.7999,0.798,0.6924,0.8859,0.9631,575.8,Reach max iteration 50 | best_iter=14
